,title,url
251,Lessons from past presidents,"https://www.ted.com/talks/doris_kearns_goodwin_on_learning_from_past_presidents
"
252,Mothers helping mothers fight HIV,"https://www.ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv
"
253,Forget Wi-Fi. Meet the new Li-Fi Internet,"https://www.ted.com/talks/harald_haas_a_breakthrough_new_kind_of_wireless_internet
"
254,"When workers own companies, the economy is more resilient","https://www.ted.com/talks/niki_okuk_when_workers_own_companies_the_economy_is_more_resilient
"
255,On technology and faith,"https://www.ted.com/talks/billy_graham_on_technology_faith_and_suffering
"
256,Can art amend history?,"https://www.ted.com/talks/titus_kaphar_can_art_amend_history
"
257,Solving medical mysteries,"https://www.ted.com/talks/joe_derisi_hunts_the_next_killer_virus
"
258,"On tennis, love and motherhood","https://www.ted.com/talks/serena_williams_gayle_king_on_tennis_love_and_motherhood
"
259,It's time to redesign medical data,"https://www.ted.com/talks/thomas_goetz_it_s_time_to_redesign_medical_data
"
260,The sound the universe makes,"https://www.ted.com/talks/janna_levin_the_sound_the_universe_makes
"
261,We are all designers,"https://www.ted.com/talks/john_hockenberry_we_are_all_designers
"
262,"Saving for tomorrow, tomorrow","https://www.ted.com/talks/shlomo_benartzi_saving_more_tomorrow
"
263,The stories behind the bloodlines,"https://www.ted.com/talks/taryn_simon_the_stories_behind_the_bloodlines
"
264,Why mayors should rule the world,"https://www.ted.com/talks/benjamin_barber_why_mayors_should_rule_the_world
"
265,A warrior’s cry against child marriage,"https://www.ted.com/talks/memory_banda_a_warrior_s_cry_against_child_marriage
"
266,The ghastly tragedy of the suburbs,"https://www.ted.com/talks/james_howard_kunstler_dissects_suburbia
"
267,What makes us feel good about our work?,"https://www.ted.com/talks/dan_ariely_what_makes_us_feel_good_about_our_work
"
268,How your pictures can help reclaim lost history,"https://www.ted.com/talks/chance_coughenour_how_your_pictures_can_help_reclaim_lost_history
"
269,A doctor's case for medical marijuana,"https://www.ted.com/talks/david_casarett_a_doctor_s_case_for_medical_marijuana
"
270,Alzheimer's is not normal aging — and we can cure it,"https://www.ted.com/talks/samuel_cohen_alzheimer_s_is_not_normal_aging_and_we_can_cure_it
"
271,5 ways to kill your dreams,"https://www.ted.com/talks/bel_pesce_5_ways_to_kill_your_dreams
"
272,Augmented-reality maps,"https://www.ted.com/talks/blaise_aguera
"
273,The lost art of letter-writing,"https://www.ted.com/talks/lakshmi_pratury_on_letter_writing
"
274,In praise of slowness,"https://www.ted.com/talks/carl_honore_praises_slowness
"
275,New York's streets? Not so mean any more,"https://www.ted.com/talks/janette_sadik_khan_new_york_s_streets_not_so_mean_any_more
"
276,It’s our city. Let’s fix it,"https://www.ted.com/talks/alessandra_orofino_it_s_our_city_let_s_fix_it
"
277,10 ways the world could end,"https://www.ted.com/talks/stephen_petranek_counts_down_to_armageddon
"
278,Why a good book is a secret door,"https://www.ted.com/talks/mac_barnett_why_a_good_book_is_a_secret_door
"
279,Love -- you're doing it wrong,"https://www.ted.com/talks/yann_dall_aglio_love_you_re_doing_it_wrong
"
280,The 1s and 0s behind cyber warfare,"https://www.ted.com/talks/chris_domas_the_1s_and_0s_behind_cyber_warfare
"
281,How a video game might help us build better cities,"https://www.ted.com/talks/karoliina_korppoo_how_a_video_game_might_help_us_build_better_cities
"
282,Talk nerdy to me,"https://www.ted.com/talks/melissa_marshall_talk_nerdy_to_me
"
283,The history of our world in 18 minutes,"https://www.ted.com/talks/david_christian_big_history
"
284,Photos of endangered cultures,"https://www.ted.com/talks/phil_borges_on_endangered_cultures
"
285,An intergalactic guide to using a defibrillator,"https://www.ted.com/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator
"
286,Nature vs. humans,"https://www.ted.com/talks/paul_maccready_on_nature_vs_humans
"
287,A TED speaker's worst nightmare,"https://www.ted.com/talks/a_ted_speaker_s_worst_nightmare
"
288,Wry photos that turn stereotypes upside down,"https://www.ted.com/talks/uldus_bakhtiozina_wry_photos_that_turn_stereotypes_upside_down
"
289,The power of introverts,"https://www.ted.com/talks/susan_cain_the_power_of_introverts
"
290,Are you human?,"https://www.ted.com/talks/ze_frank_are_you_human
"
291,"Music is medicine, music is sanity","https://www.ted.com/talks/robert_gupta
"
292,What if our healthcare system kept us healthy?,"https://www.ted.com/talks/rebecca_onie_what_if_our_healthcare_system_kept_us_healthy
"
293,The spellbinding art of human anatomy,"https://www.ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy
"
294,How cognitive surplus will change the world,"https://www.ted.com/talks/clay_shirky_how_cognitive_surplus_will_change_the_world
"
295,Why good leaders make you feel safe,"https://www.ted.com/talks/simon_sinek_why_good_leaders_make_you_feel_safe
"
296,"One woman, five characters, and a sex lesson from the future","https://www.ted.com/talks/sarah_jones_one_woman_five_characters_and_a_sex_lesson_from_the_future
"
297,This country isn't just carbon neutral -- it's carbon negative,"https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative
"
298,My journey to yo-yo mastery,"https://www.ted.com/talks/black_my_journey_to_yo_yo_mastery
"
299,Why good hackers make good citizens,"https://www.ted.com/talks/catherine_bracy_why_good_hackers_make_good_citizens
"
300,Walk the earth ... my 17-year vow of silence,"https://www.ted.com/talks/john_francis_walks_the_earth
"
301,Why we need to end the era of orphanages,"https://www.ted.com/talks/tara_winkler_why_we_need_to_end_the_era_of_orphanages
"
302,Why nations should pursue soft power,"https://www.ted.com/talks/shashi_tharoor
"
303,What separates us from chimpanzees?,"https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes
"
304,"When Black women walk, things change","https://www.ted.com/talks/t_morgan_dixon_and_vanessa_garrison_walking_as_a_revolutionary_act_of_self_care
"
305,7 principles for building better cities,"https://www.ted.com/talks/peter_calthorpe_7_principles_for_building_better_cities
"
306,The untapped genius that could change science for the better,"https://www.ted.com/talks/jedidah_isler_the_untapped_genius_that_could_change_science_for_the_better
"
307,A census of the ocean,"https://www.ted.com/talks/paul_snelgrove_a_census_of_the_ocean
"
308,The beautiful math of coral,"https://www.ted.com/talks/margaret_wertheim_crochets_the_coral_reef
"
309,Tracking ancient diseases using ... plaque,"https://www.ted.com/talks/christina_warinner_tracking_ancient_diseases_using_plaque
"
310,"My daughter, Malala","https://www.ted.com/talks/ziauddin_yousafzai_my_daughter_malala
"
311,Sputnik mania,"https://www.ted.com/talks/david_hoffman_shares_his_sputnik_mania
"
312,The Panama Papers exposed a huge global problem. What's next?,"https://www.ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next
"
313,How to rebuild a broken state,"https://www.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states
"
314,Experiments that point to a new understanding of cancer,"https://www.ted.com/talks/mina_bissell_experiments_that_point_to_a_new_understanding_of_cancer
"
315,There might just be life on Mars,"https://www.ted.com/talks/penelope_boston
"
316,Tales of creativity and play,"https://www.ted.com/talks/tim_brown_on_creativity_and_play
"
317,Shake up your story,"https://www.ted.com/talks/raghava_kk_shake_up_your_story
"
318,"I love being a police officer, but we need reform","https://www.ted.com/talks/melvin_russell_i_love_being_a_police_officer_but_we_need_reform
"
319,Four principles for the open world,"https://www.ted.com/talks/don_tapscott_four_principles_for_the_open_world_1
"
320,Listening to global voices,"https://www.ted.com/talks/ethan_zuckerman
"
321,Why your worst deeds don’t define you,"https://www.ted.com/talks/shaka_senghor_why_your_worst_deeds_don_t_define_you
"
322,Why we laugh,"https://www.ted.com/talks/sophie_scott_why_we_laugh
"
323,How boredom can lead to your most brilliant ideas,"https://www.ted.com/talks/manoush_zomorodi_how_boredom_can_lead_to_your_most_brilliant_ideas
"
324,We need to feed the whole world,"https://www.ted.com/talks/louise_fresco_on_feeding_the_whole_world
"
325,How fake news does real harm,"https://www.ted.com/talks/stephanie_busari_how_fake_news_does_real_harm
"
326,"Please, please, people. Let's put the 'awe' back in 'awesome'","https://www.ted.com/talks/jill_shargaa_please_please_people_let_s_put_the_awe_back_in_awesome
"
327,How to land on a comet,"https://www.ted.com/talks/fred_jansen_how_to_land_on_a_comet
"
328,Swim with the giant sunfish,"https://www.ted.com/talks/tierney_thys_swims_with_the_giant_sunfish
"
329,Life science in prison,"https://www.ted.com/talks/nalini_nadkarni_life_science_in_prison
"
330,The risky politics of progress,"https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
"
331,Let's transform energy -- with natural gas,"https://www.ted.com/talks/t_boone_pickens_let_s_transform_energy_with_natural_gas
"
332,"Transplant cells, not organs","https://www.ted.com/talks/susan_lim
"
333,Kids need structure,"https://www.ted.com/talks/colin_powell_kids_need_structure
"
334,If I should have a daughter ...,"https://www.ted.com/talks/sarah_kay_if_i_should_have_a_daughter
"
335,The thrilling potential of SixthSense technology,"https://www.ted.com/talks/pranav_mistry_the_thrilling_potential_of_sixthsense_technology
"
336,The freakonomics of crack dealing,"https://www.ted.com/talks/steven_levitt_analyzes_crack_economics
"
337,Why civilians suffer more once a war is over,"https://www.ted.com/talks/margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over
"
338,The mathematics of history,"https://www.ted.com/talks/jean_baptiste_michel_the_mathematics_of_history
"
339,"A father-daughter bond, one photo at a time","https://www.ted.com/talks/steven_addis_a_father_daughter_bond_one_photo_at_a_time
"
340,How to live to be 100+,"https://www.ted.com/talks/dan_buettner_how_to_live_to_be_100
"
341,How to reduce poverty? Fix homes,"https://www.ted.com/talks/paul_pholeros_how_to_reduce_poverty_fix_homes
"
342,The moral bias behind your search results,"https://www.ted.com/talks/andreas_ekstrom_the_moral_bias_behind_your_search_results
"
343,Why smart statistics are the key to fighting crime,"https://www.ted.com/talks/anne_milgram_why_smart_statistics_are_the_key_to_fighting_crime
"
344,The sticky wonder of gecko feet,"https://www.ted.com/talks/robert_full_on_animal_movement
"
345,Refugees have the right to be protected,"https://www.ted.com/talks/antonio_guterres_refugees_have_the_right_to_be_protected
"
346,"Know thyself, with a brain scanner","https://www.ted.com/talks/ariel_garten_know_thyself_with_a_brain_scanner
"
347,"Great design is serious, not solemn","https://www.ted.com/talks/paula_scher_gets_serious
"
348,Treating cancer with electric fields,"https://www.ted.com/talks/bill_doyle_treating_cancer_with_electric_fields
"
349,The line between life and not-life,"https://www.ted.com/talks/martin_hanczyc_the_line_between_life_and_not_life
"
350,Why you should know how much your coworkers get paid,"https://www.ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid
"
351,A young scientist's quest for clean water,"https://www.ted.com/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water
"
352,Why I brought Pac-Man to MoMA,"https://www.ted.com/talks/paola_antonelli_why_i_brought_pacman_to_moma
"
353,Why I take the piano on the road ... and in the air,"https://www.ted.com/talks/daria_van_den_bercken_why_i_take_the_piano_on_the_road_and_in_the_air
"
354,What we don't know about Europe's Muslim kids,"https://www.ted.com/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids
"
355,The untouchable music of the theremin,"https://www.ted.com/talks/pamelia_kurstin_plays_the_theremin
"
356,Tour Microsoft's Virtual Earth,"https://www.ted.com/talks/stephen_lawler_tours_microsoft_virtual_earth
"
357,Re-engineering the brain,"https://www.ted.com/talks/gero_miesenboeck
"
358,The world needs all kinds of minds,"https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds
"
359,"A test that finds 3x more breast tumors, and why it's not available to you","https://www.ted.com/talks/deborah_rhodes
"
360,The incredible inventions of intuitive AI,"https://www.ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai
"
361,Embrace the near win,"https://www.ted.com/talks/sarah_lewis_embrace_the_near_win
"
362,The world's English mania,"https://www.ted.com/talks/jay_walker_on_the_world_s_english_mania
"
363,Playing with DNA that self-assembles,"https://www.ted.com/talks/paul_rothemund_casts_a_spell_with_dna
"
364,What will you tell your daughters about 2016?,"https://www.ted.com/talks/chinaka_hodge_what_will_you_tell_your_daughters_about_2016
"
365,Photographing the landscape of oil,"https://www.ted.com/talks/edward_burtynsky_photographs_the_landscape_of_oil
"
366,The story of life in photographs,"https://www.ted.com/talks/frans_lanting_s_lyrical_nature_photos
"
367,A new vision for rebuilding Detroit,"https://www.ted.com/talks/toni_griffin_a_new_vision_for_rebuilding_detroit
"
368,How we can predict the next financial crisis,"https://www.ted.com/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis
"
369,Our campaign to ban plastic bags in Bali,"https://www.ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali
"
370,How Airbnb designs for trust,"https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust
"
371,A mockingbird remix of TED2006,"https://www.ted.com/talks/rives_remixes_ted2006
"
372,Is Pivot a turning point for web exploration?,"https://www.ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration
"
373,A secret weapon against Zika and other mosquito-borne diseases,"https://www.ted.com/talks/nina_fedoroff_a_secret_weapon_against_zika_and_other_mosquito_borne_diseases
"
374,"A manifesto for play, for Bulgaria and beyond","https://www.ted.com/talks/steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond
"
375,How I made an impossible film,"https://www.ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film
"
376,The hidden world of shadow cities,"https://www.ted.com/talks/robert_neuwirth_on_our_shadow_cities
"
377,Dare to disagree,"https://www.ted.com/talks/margaret_heffernan_dare_to_disagree
"
378,A clean energy proposal -- race to the top!,"https://www.ted.com/talks/jennifer_granholm_a_clean_energy_proposal_race_to_the_top
"
379,A one-woman global village,"https://www.ted.com/talks/sarah_jones_as_a_one_woman_global_village
"
380,3 ways to fix a broken news industry,"https://www.ted.com/talks/lara_setrakian_3_ways_to_fix_a_broken_news_industry
"
381,"Go ahead, make up new words!","https://www.ted.com/talks/erin_mckean_go_ahead_make_up_new_words
"
382,Teach teachers how to create magic,"https://www.ted.com/talks/christopher_emdin_teach_teachers_how_to_create_magic
"
383,When ideas have sex,"https://www.ted.com/talks/matt_ridley_when_ideas_have_sex
"
384,The lost art of democratic debate,"https://www.ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate
"
385,A next-gen cure for killer infections,"https://www.ted.com/talks/kary_mullis_next_gen_cure_for_killer_infections
"
386,What if 3D printing was 100x faster?,"https://www.ted.com/talks/joe_desimone_what_if_3d_printing_was_25x_faster
"
387,Let's talk crap. Seriously.,"https://www.ted.com/talks/rose_george_let_s_talk_crap_seriously
"
388,"Cracking Stuxnet, a 21st-century cyber weapon","https://www.ted.com/talks/ralph_langner_cracking_stuxnet_a_21st_century_cyberweapon
"
389,Nature is everywhere -- we just need to learn to see it,"https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it
"
390,A story of mixed emoticons,"https://www.ted.com/talks/rives_tells_a_story_of_mixed_emoticons
"
391,A new ecosystem for electric cars,"https://www.ted.com/talks/shai_agassi_on_electric_cars
"
392,Two nameless bodies washed up on the beach. Here are their stories,"https://www.ted.com/talks/anders_fjellberg_two_nameless_bodies_washed_up_on_the_beach_here_are_their_stories
"
393,We're worried about local warming ... in your lap,"https://www.ted.com/talks/yossi_vardi_fights_local_warming
"
394,"""Black Men Ski""","https://www.ted.com/talks/stew_says_black_men_ski
"
395,World-class health care,"https://www.ted.com/talks/ernest_madu_on_world_class_health_care
"
396,"Listen, learn ... then lead","https://www.ted.com/talks/stanley_mcchrystal
"
397,How we're growing baby corals to rebuild reefs,"https://www.ted.com/talks/kristen_marhaver_how_we_re_growing_baby_corals_to_rebuild_reefs
"
398,America's forgotten working class,"https://www.ted.com/talks/j_d_vance_america_s_forgotten_working_class
"
399,How women wage conflict without violence,"https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence
"
400,Learning from the gecko's tail,"https://www.ted.com/talks/robert_full_learning_from_the_gecko_s_tail
"
401,"One Laptop per Child, two years on","https://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child_two_years_on
"
402,The politics of fiction,"https://www.ted.com/talks/elif_shafak_the_politics_of_fiction
"
403,Toy tiles that talk to each other,"https://www.ted.com/talks/david_merrill_demos_siftables_the_smart_blocks
"
404,Growing new organs,"https://www.ted.com/talks/anthony_atala_growing_organs_engineering_tissue
"
405,"Archeology, animal photography, BBQ ...","https://www.ted.com/talks/nathan_myhrvold_on_archeology_animal_photography_bbq
"
406,Biomimicry in action,"https://www.ted.com/talks/janine_benyus_biomimicry_in_action
"
407,What we didn't know about penis anatomy,"https://www.ted.com/talks/diane_kelly_what_we_didn_t_know_about_penis_anatomy
"
408,Visualizing the medical data explosion,"https://www.ted.com/talks/anders_ynnerman_visualizing_the_medical_data_explosion
"
409,How virtual reality can create the ultimate empathy machine,"https://www.ted.com/talks/chris_milk_how_virtual_reality_can_create_the_ultimate_empathy_machine
"
410,A shark-deterrent wetsuit (and it's not what you think),"https://www.ted.com/talks/hamish_jolly_a_shark_deterrent_wetsuit_and_it_s_not_what_you_think
"
411,Design for all 5 senses,"https://www.ted.com/talks/jinsop_lee_design_for_all_5_senses
"
412,"Lies, damned lies and statistics (about TEDTalks)","https://www.ted.com/talks/lies_damned_lies_and_statistics_about_tedtalks
"
413,Finding life we can't imagine,"https://www.ted.com/talks/christophe_adami_finding_life_we_can_t_imagine
"
414,Why helmets don't prevent concussions -- and what might,"https://www.ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might
"
415,Do the green thing,"https://www.ted.com/talks/andy_hobsbawm_says_do_the_green_thing
"
416,Be passionate. Be courageous. Be your best.,"https://www.ted.com/talks/gabby_giffords_and_mark_kelly_be_passionate_be_courageous_be_your_best
"
417,Let's treat violence like a contagious disease,"https://www.ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease
"
418,How I built a toaster -- from scratch,"https://www.ted.com/talks/thomas_thwaites_how_i_built_a_toaster_from_scratch
"
419,5 ways to listen better,"https://www.ted.com/talks/julian_treasure_5_ways_to_listen_better
"
420,How to design a library that makes kids want to read ,"https://www.ted.com/talks/michael_bierut_how_to_design_a_library_that_makes_kids_want_to_read
"
421,A 40-year plan for energy,"https://www.ted.com/talks/amory_lovins_a_50_year_plan_for_energy
"
422,The astonishing hidden world of the deep ocean,"https://www.ted.com/talks/robert_ballard_on_exploring_the_oceans
"
423,Two nerdy obsessions meet -- and it's magic,"https://www.ted.com/talks/david_kwong_two_nerdy_obsessions_meet_and_it_s_magic
"
424,A robot that flies like a bird,"https://www.ted.com/talks/a_robot_that_flies_like_a_bird
"
425,The Web as random acts of kindness,"https://www.ted.com/talks/jonathan_zittrain_the_web_is_a_random_act_of_kindness
"
426,We are all cyborgs now,"https://www.ted.com/talks/amber_case_we_are_all_cyborgs_now
"
427,An ultra-low-cost college degree,"https://www.ted.com/talks/shai_reshef_a_tuition_free_college_degree
"
428,A plea for bees,"https://www.ted.com/talks/dennis_vanengelsdorp_a_plea_for_bees
"
429,We can be Buddhas,"https://www.ted.com/talks/bob_thurman_says_we_can_be_buddhas
"
430,The future of lying,"https://www.ted.com/talks/jeff_hancock_3_types_of_digital_lies
"
431,Teaching one child at a time,"https://www.ted.com/talks/shukla_bose_teaching_one_child_at_a_time
"
432,"In the Internet age, dance evolves ...","https://www.ted.com/talks/the_lxd_in_the_internet_age_dance_evolves
"
433,New ways to see music (with color! and fire!),"https://www.ted.com/talks/jared_ficklin_new_ways_to_see_music_with_color_and_fire
"
434,Optical illusions show how we see,"https://www.ted.com/talks/beau_lotto_optical_illusions_show_how_we_see
"
435,How photography connects us,"https://www.ted.com/talks/david_griffin_on_how_photography_connects
"
436,Can we make things that make themselves?,"https://www.ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves
"
437,What's left to explore?,"https://www.ted.com/talks/nathan_wolfe_what_s_left_to_explore
"
438,"Pirates, nurses and other rebel designers","https://www.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers
"
439, Hidden miracles of the natural world,"https://www.ted.com/talks/louie_schwartzberg_hidden_miracles_of_the_natural_world
"
440,"Save the oceans, feed the world!","https://www.ted.com/talks/jackie_savitz_save_the_oceans_feed_the_world
"
441,Two young scientists break down plastics with bacteria,"https://www.ted.com/talks/two_young_scientists_break_down_plastics_with_bacteria
"
442,The right to understand,"https://www.ted.com/talks/sandra_fisher_martins_the_right_to_understand
"
443,Why I speak up about living with epilepsy,"https://www.ted.com/talks/sitawa_wafula_why_i_speak_up_about_living_with_epilepsy
"
444,The enchanting music of sign language,"https://www.ted.com/talks/christine_sun_kim_the_enchanting_music_of_sign_language
"
445,A tour of modern architecture,"https://www.ted.com/talks/reed_kroloff_on_modern_and_romantic_architecture
"
446,Get your next eye exam on a smartphone,"https://www.ted.com/talks/andrew_bastawrous_get_your_next_eye_exam_on_a_smartphone
"
447,One Laptop per Child,"https://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child
"
448,The power of herd immunity,"https://www.ted.com/talks/romina_libster_the_power_of_herd_immunity
"
449,"Evolution's gift of play, from bonobo apes to humans","https://www.ted.com/talks/isabel_behncke_evolution_s_gift_of_play_from_bonobo_apes_to_humans
"
450,How the teddy bear taught us compassion,"https://www.ted.com/talks/jon_mooallem_the_strange_story_of_the_teddy_bear_and_what_it_reveals_about_our_relationship_to_animals
"
451,Finding planets around other stars,"https://www.ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars
"
452,The paralyzed rat that walked,"https://www.ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked
"
453,Success is a continuous journey,"https://www.ted.com/talks/richard_st_john_success_is_a_continuous_journey
"
454,A taboo-free way to talk about periods,"https://www.ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods
"
455,Close-up card magic with a twist,"https://www.ted.com/talks/lennart_green_does_close_up_card_magic
"
456,Meet the microscopic life in your home -- and on your face,"https://www.ted.com/talks/anne_madden_meet_the_microscopic_life_in_your_home_and_on_your_face
"
457,Life lessons from big cats,"https://www.ted.com/talks/beverly_dereck_joubert_life_lessons_from_big_cats
"
458,"""Women of Hope""","https://www.ted.com/talks/morley_sings_women_of_hope
"
459,Why the only future worth building includes everyone,"https://www.ted.com/talks/pope_francis_why_the_only_future_worth_building_includes_everyone
"
460,"10 myths about psychology, debunked","https://www.ted.com/talks/ben_ambridge_10_myths_about_psychology_debunked
"
461,My stroke of insight,"https://www.ted.com/talks/jill_bolte_taylor_s_powerful_stroke_of_insight
"
462,The fastest ambulance? A motorcycle,"https://www.ted.com/talks/eli_beer_the_fastest_ambulance_a_motorcycle
"
463,The birth of the open-source learning revolution,"https://www.ted.com/talks/richard_baraniuk_on_open_source_learning
"
464,A powerful poem about what it feels like to be transgender,"https://www.ted.com/talks/lee_mokobe_a_powerful_poem_about_what_it_feels_like_to_be_transgender
"
465,"Playing ""Pink Noise"" on guitar","https://www.ted.com/talks/kaki_king_rocks_out_to_pink_noise
"
466,This is what LGBT life is like around the world,"https://www.ted.com/talks/jenni_chang_and_lisa_dazols_this_is_what_lgbt_life_is_like_around_the_world
"
467,The birth of virtual reality as an art form,"https://www.ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form
"
468,Happiness by design,"https://www.ted.com/talks/stefan_sagmeister_shares_happy_design
"
469,The art of first impressions -- in design and life,"https://www.ted.com/talks/chip_kidd_the_art_of_first_impressions_in_design_and_life
"
470,Can we build AI without losing control over it?,"https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it
"
471,A 3D-printed jumbo jet?,"https://www.ted.com/talks/bastian_schaefer_a_3d_printed_jumbo_jet
"
472,Strange answers to the psychopath test,"https://www.ted.com/talks/jon_ronson_strange_answers_to_the_psychopath_test
"
473,What you don't know about marriage,"https://www.ted.com/talks/jenna_mccarthy_what_you_don_t_know_about_marriage
"
474,"Cute, sexy, sweet, funny","https://www.ted.com/talks/dan_dennett_cute_sexy_sweet_funny
"
475,How I fell in love with a fish,"https://www.ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish
"
476,Humble plants that hide surprising secrets,"https://www.ted.com/talks/ameenah_gurib_fakim_humble_plants_that_hide_surprising_secrets
"
477,"How giant websites design for you (and a billion others, too)","https://www.ted.com/talks/margaret_gould_stewart_how_giant_websites_design_for_you_and_a_billion_others_too
"
478,Why I live in mortal dread of public speaking,"https://www.ted.com/talks/megan_washington_why_i_live_in_mortal_dread_of_public_speaking
"
479,"The next 5,000 days of the web","https://www.ted.com/talks/kevin_kelly_on_the_next_5_000_days_of_the_web
"
480,Animations of unseeable biology,"https://www.ted.com/talks/drew_berry_animations_of_unseeable_biology
"
481,"How young blood might help reverse aging. Yes, really","https://www.ted.com/talks/tony_wyss_coray_how_young_blood_might_help_reverse_aging_yes_really
"
482,"Homeopathy, quackery and fraud","https://www.ted.com/talks/james_randi
"
483,"As work gets more complex, 6 rules to simplify","https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify
"
484,On being wrong,"https://www.ted.com/talks/kathryn_schulz_on_being_wrong
"
485,"DNA folding, in detail","https://www.ted.com/talks/paul_rothemund_details_dna_folding
"
486,Wireless data from every light bulb,"https://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb
"
487,Three types of online attack,"https://www.ted.com/talks/mikko_hypponen_three_types_of_online_attack
"
488,The mysterious lives of giant trees,"https://www.ted.com/talks/richard_preston_on_the_giant_trees
"
489,My wish: A call for open-source architecture,"https://www.ted.com/talks/cameron_sinclair_on_open_source_architecture
"
490,What we learn before we're born,"https://www.ted.com/talks/annie_murphy_paul_what_we_learn_before_we_re_born
"
491,Wearing nothing new,"https://www.ted.com/talks/jessi_arrington_wearing_nothing_new
"
492,A wide-angle view of fragile Earth,"https://www.ted.com/talks/yann_arthus_bertrand_captures_fragile_earth_in_wide_angle
"
493,The rise of human-computer cooperation,"https://www.ted.com/talks/shyam_sankar_the_rise_of_human_computer_cooperation
"
494,How to find work you love,"https://www.ted.com/talks/scott_dinsmore_how_to_find_work_you_love
"
495,Why you will fail to have a great career,"https://www.ted.com/talks/larry_smith_why_you_will_fail_to_have_a_great_career
"
496,The puzzle of motivation,"https://www.ted.com/talks/dan_pink_on_motivation
"
497,Plug into your hard-wired happiness,"https://www.ted.com/talks/srikumar_rao_plug_into_your_hard_wired_happiness
"
498,The surprising habits of original thinkers,"https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
"
